urhobo,english
"30Lamẹk rhi vwo vwiẹ Noa nu, ọ da dia akpọ ikpe uri ivẹ gbẹ ujurhiri gbẹ ihwiori, o de vwiẹ emeshare kugbe emetẹ.","not, for God"
"Lamẹk rhi vwo vwiẹ Noa nu, ọ da dia akpọ ikpe uri ivẹ gbẹ ujurhiri gbẹ ihwiori, o de vwiẹ emeshare kugbe emetẹ.",#2 Kin. 2:10; Ps. 49:15; 73:24; Heb. 11:5
"31Kọye ẹdẹ rẹ akpọ ri Lamẹk ejobi da dia ikpe uri erha gbẹ ujori gbẹ ighwrẹ, o de ghwu.",2 Kin. 2:10; Ps. 49:15; 73:24; Heb. 11:5
"Kọye ẹdẹ rẹ akpọ ri Lamẹk ejobi da dia ikpe uri erha gbẹ ujori gbẹ ighwrẹ, o de ghwu.",took him.
"32Ri Noa vwọ ikpe uri ivẹ gbẹ ujori, ọ da rhe dia ọsẹ ri Shẹm, Ham kugbe Jafẹt.","25Methuselah lived one hundred and eighty-seven years, and begot Lamech."
"Ri Noa vwọ ikpe uri ivẹ gbẹ ujori, ọ da rhe dia ọsẹ ri Shẹm, Ham kugbe Jafẹt.","Methuselah lived one hundred and eighty-seven years, and begot Lamech."
The Family of Adam,"26After he begot Lamech, Methuselah lived seven hundred and eighty-two years, and had sons and daughters."
"1This is the book of the#Gen. 2:4; 6:9; 1 Chr. 1:1; Matt. 1:1genealogy of Adam. In the day that God created man, He made him in#Gen. 1:26; 9:6; (Eph. 4:24; Col. 3:10)the likeness of God.","After he begot Lamech, Methuselah lived seven hundred and eighty-two years, and had sons and daughters."
This is the book of the,27So all the days of Methuselah were nine hundred and sixty-nine years; and he died.
#Gen. 2:4; 6:9; 1 Chr. 1:1; Matt. 1:1,So all the days of Methuselah were nine hundred and sixty-nine years; and he died.
Gen. 2:4; 6:9; 1 Chr. 1:1; Matt. 1:1,"28Lamech lived one hundred and eighty-two years, and had a son."
"genealogy of Adam. In the day that God created man, He made him in","Lamech lived one hundred and eighty-two years, and had a son."
#Gen. 1:26; 9:6; (Eph. 4:24; Col. 3:10),"29And he called his name#Luke 3:36; Heb. 11:7; 1 Pet. 3:20Noah, saying, “Thisonewill comfort us concerning our work and the toil of our hands, because of the ground#Gen. 3:17–19; 4:11which theLordhas cursed.”"
Gen. 1:26; 9:6; (Eph. 4:24; Col. 3:10),And he called his name
the likeness of God.,#Luke 3:36; Heb. 11:7; 1 Pet. 3:20
"2He created them#Gen. 1:27; Deut. 4:32; Matt. 19:4; Mark 10:6male and female, and#Gen. 1:28; 9:1blessed them and called them Mankind in the day they were created.",Luke 3:36; Heb. 11:7; 1 Pet. 3:20
He created them,"Noah, saying, “This"
#Gen. 1:27; Deut. 4:32; Matt. 19:4; Mark 10:6,one
Gen. 1:27; Deut. 4:32; Matt. 19:4; Mark 10:6,"will comfort us concerning our work and the toil of our hands, because of the ground"
"male and female, and",#Gen. 3:17–19; 4:11
#Gen. 1:28; 9:1,Gen. 3:17–19; 4:11
Gen. 1:28; 9:1,which the
blessed them and called them Mankind in the day they were created.,Lord
"3And Adam lived one hundred and thirty years, and begotason#1 Cor. 15:48, 49in his own likeness, after his image, and named him#Gen. 4:25Seth.",has cursed.”
"And Adam lived one hundred and thirty years, and begot","30After he begot Noah, Lamech lived five hundred and ninety-five years, and had sons and daughters."
son,"After he begot Noah, Lamech lived five hundred and ninety-five years, and had sons and daughters."
"#1 Cor. 15:48, 49",31So all the days of Lamech were seven hundred and seventy-seven years; and he died.
"1 Cor. 15:48, 49",So all the days of Lamech were seven hundred and seventy-seven years; and he died.
"in his own likeness, after his image, and named him","32And Noah was five hundred years old, and Noah begot#Gen. 6:10; 7:13Shem, Ham,#Gen. 10:21and Japheth."
#Gen. 4:25,"And Noah was five hundred years old, and Noah begot"
Gen. 4:25,#Gen. 6:10; 7:13
Seth.,Gen. 6:10; 7:13
"4After he begot Seth,#1 Chr. 1:1–4; Luke 3:36–38the days of Adam were eight hundred years;#Gen. 1:28; 4:25and he had sons and daughters.","Shem, Ham,"
"After he begot Seth,",#Gen. 10:21
#1 Chr. 1:1–4; Luke 3:36–38,Gen. 10:21
1 Chr. 1:1–4; Luke 3:36–38,and Japheth.
Search,"#Gen. 7:4, 23; Deut. 28:63; 29:20; Ps. 7:11"
Uvumwemwu re Ohwo re Akpọ,"Gen. 7:4, 23; Deut. 28:63; 29:20; Ps. 7:11"
"1Ọke rẹ ihwo vwo buẹ phihọ vwẹ enu rẹ otọ na re, ayen rhi vwo vwiẹ emetẹ re,","destroy man whom I have created from the face of the earth, both man and beast, creeping thing and birds of the air, for I am sorry that I have made them.”"
"Ọke rẹ ihwo vwo buẹ phihọ vwẹ enu rẹ otọ na re, ayen rhi vwo vwiẹ emetẹ re,","8But Noah#Gen. 19:19; Ex. 33:12, 17; Luke 1:30; Acts 7:46found grace in the eyes of theLord."
2emọ rẹ Ọghẹnẹ da mrẹ emetẹ rẹ ihwo nẹ iyovwiri gangan; ayen da reyọ uche ri je ayen vwọ rọvwọ.,But Noah
emọ rẹ Ọghẹnẹ da mrẹ emetẹ rẹ ihwo nẹ iyovwiri gangan; ayen da reyọ uche ri je ayen vwọ rọvwọ.,"#Gen. 19:19; Ex. 33:12, 17; Luke 1:30; Acts 7:46"
"3Etiyin Ọrovwohwo da ta, Erhi Me sa dia evun rẹ ohwo bẹdẹ-ẹ, fikiridie uvwo oruẹ, ẹkẹvuọvo ẹdẹ rẹ akpọ rọye kẹ ikpe ujosa kọye ọ dia.","Gen. 19:19; Ex. 33:12, 17; Luke 1:30; Acts 7:46"
"Etiyin Ọrovwohwo da ta, Erhi Me sa dia evun rẹ ohwo bẹdẹ-ẹ, fikiridie uvwo oruẹ, ẹkẹvuọvo ẹdẹ rẹ akpọ rọye kẹ ikpe ujosa kọye ọ dia.",found grace in the eyes of the
"4Yi Nẹfilim evun rẹ akpọ vwẹ ọke yena, kọye vwẹ ukuko rọye re, rẹ emọ rẹ Ọghẹnẹ vwo bru emetẹ rẹ ihwo rẹ akpọ rhire, i de vwiẹ emọ kẹ ayen. Enana kẹ eye egba rẹ awanre, ri kperi usi.",Noah Pleases God
"Yi Nẹfilim evun rẹ akpọ vwẹ ọke yena, kọye vwẹ ukuko rọye re, rẹ emọ rẹ Ọghẹnẹ vwo bru emetẹ rẹ ihwo rẹ akpọ rhire, i de vwiẹ emọ kẹ ayen. Enana kẹ eye egba rẹ awanre, ri kperi usi.","9This is the genealogy of Noah.#Gen. 7:1; Ezek. 14:14, 20; Heb. 11:7; 2 Pet. 2:5Noah was a just man, perfect in his generations. Noah#Gen. 5:22, 24; 2 Kin. 23:3walked with God."
"5Ọrovwohwo da mrẹ nẹ evun umwemwu rẹ ohwo rhoro gangan vwẹ evun rẹ akpọ na, ọ da je mrẹ nẹ iroro rẹ udu rọye pha brabra vwẹ ọke ejobi.",This is the genealogy of Noah.
"Ọrovwohwo da mrẹ nẹ evun umwemwu rẹ ohwo rhoro gangan vwẹ evun rẹ akpọ na, ọ da je mrẹ nẹ iroro rẹ udu rọye pha brabra vwẹ ọke ejobi.","#Gen. 7:1; Ezek. 14:14, 20; Heb. 11:7; 2 Pet. 2:5"
"6Ọ da da Ọrovwohwo gangan rọ vwọ ma ohwo phihọ akpọ na, ọ da da vwẹ udu rọye.","Gen. 7:1; Ezek. 14:14, 20; Heb. 11:7; 2 Pet. 2:5"
"Ọ da da Ọrovwohwo gangan rọ vwọ ma ohwo phihọ akpọ na, ọ da da vwẹ udu rọye.","Noah was a just man, perfect in his generations. Noah"
"7Ọrovwohwo da ta, Mi phoro ohwo te eranwe te obo ri kpono vwẹ otọ na, rẹ ephra ri obenu na, kidie ọ da vwẹ gangan re Me vwọ ma ayen.","#Gen. 5:22, 24; 2 Kin. 23:3"
"Ọrovwohwo da ta, Mi phoro ohwo te eranwe te obo ri kpono vwẹ otọ na, rẹ ephra ri obenu na, kidie ọ da vwẹ gangan re Me vwọ ma ayen.","Gen. 5:22, 24; 2 Kin. 23:3"
8Ẹkẹvuọvo Noa kọye ivun rọye vwerhe Ọrovwohwo na.,walked with God.
Ẹkẹvuọvo Noa kọye ivun rọye vwerhe Ọrovwohwo na.,"10And Noah begot three sons:#Gen. 5:32; 7:13Shem, Ham, and Japheth."
Noa kare Okọ,And Noah begot three sons:
"9Enana ke ye orua ri Noa. Noa kẹ ọvwata oruẹ, o vwo eka vwẹ orua rọye na-a; Noa da yan kpahọ Ọghẹnẹ.",#Gen. 5:32; 7:13
"Enana ke ye orua ri Noa. Noa kẹ ọvwata oruẹ, o vwo eka vwẹ orua rọye na-a; Noa da yan kpahọ Ọghẹnẹ.",Gen. 5:32; 7:13
"10Noa de vwo emeshare erha, Shẹm, Ham kugbe Jafet.","Shem, Ham, and Japheth."
"Noa de vwo emeshare erha, Shẹm, Ham kugbe Jafet.","11The earth also was corrupt#Deut. 31:29; Judg. 2:19; Rom. 2:13before God, and the earth was#Ezek. 8:17filled with violence."
"11Akpọ na de rhi gbeku vwẹ obaro rẹ Ọghẹnẹ, akpọ na ke je vọn vẹ ozighi.",The earth also was corrupt
"Akpọ na de rhi gbeku vwẹ obaro rẹ Ọghẹnẹ, akpọ na ke je vọn vẹ ozighi.",#Deut. 31:29; Judg. 2:19; Rom. 2:13
"12Ọghẹnẹ da mrẹ akpọ na, nighe, o de gbeku; fikiridie uvwo ejobi gbeku tughu vwẹ enu rẹ akpọ na.",Deut. 31:29; Judg. 2:19; Rom. 2:13
"Ọghẹnẹ da mrẹ akpọ na, nighe, o de gbeku; fikiridie uvwo ejobi gbeku tughu vwẹ enu rẹ akpọ na.","before God, and the earth was"
"13Ọghẹnẹ da ta ki Noa, Me guọnọre ne Me guọghọ emu ejobi nẹ akpọ na, kidie akpọ na vọnre vẹ ozighi fiki rẹ ayen, nighe, Me guọghọ ayen vẹ akpọ na.",#Ezek. 8:17
"Ọghẹnẹ da ta ki Noa, Me guọnọre ne Me guọghọ emu ejobi nẹ akpọ na, kidie akpọ na vọnre vẹ ozighi fiki rẹ ayen, nighe, Me guọghọ ayen vẹ akpọ na.",Ezek. 8:17
"14Gba vwẹ urhe ri gofa kare okọ, kare ivun phihọ okọ na, wọ nabọ pharọ te obevun te otafe vẹ orhọrhe.",filled with violence.
"Gba vwẹ urhe ri gofa kare okọ, kare ivun phihọ okọ na, wọ nabọ pharọ te obevun te otafe vẹ orhọrhe.","12So God#Ps. 14:2; 53:2, 3looked upon the earth, and indeed it was corrupt; for#Ps. 14:1–3; Is. 28:8all flesh had corrupted their way on the earth."
"15Ọtiọna kọye wo ruo: ugrogro rẹ okọ na kubit uri gbẹ ujori, ohẹhẹre rọye kubit ujuvẹ gbẹ ihwe, ekodo rọye kubit ọgban.",So God
"Ọtiọna kọye wo ruo: ugrogro rẹ okọ na kubit uri gbẹ ujori, ohẹhẹre rọye kubit ujuvẹ gbẹ ihwe, ekodo rọye kubit ọgban.","#Ps. 14:2; 53:2, 3"
"16Bọ uwevwi phihọ enu rẹ okọ na, re okpenu te kubit ọvo; re wo phi ẹchẹ phihọ okọkọ rọye, gba agbada erha phihọ, ọvo obenu, ọvo uherevie, ọvo obotọ.","Ps. 14:2; 53:2, 3"
"Bọ uwevwi phihọ enu rẹ okọ na, re okpenu te kubit ọvo; re wo phi ẹchẹ phihọ okọkọ rọye, gba agbada erha phihọ, ọvo obenu, ọvo uherevie, ọvo obotọ.","looked upon the earth, and indeed it was corrupt; for"
"17Kidie nighe, Me cha vwẹ ame ku akpọ na, re ọ rhe ghwọrọ uvwo ejobi ri vwo ẹnwẹn rẹ arhọ rẹ otọ rẹ odjuvwu na; kemu kemu ri enu rẹ akpọ na ejobi ko ghwu re.",#Ps. 14:1–3; Is. 28:8
"Kidie nighe, Me cha vwẹ ame ku akpọ na, re ọ rhe ghwọrọ uvwo ejobi ri vwo ẹnwẹn rẹ arhọ rẹ otọ rẹ odjuvwu na; kemu kemu ri enu rẹ akpọ na ejobi ko ghwu re.",Ps. 14:1–3; Is. 28:8
"18Ẹkẹvuọvo ke Me vẹ owẹ re ọphọ; ko wọ cha ro evun rẹ okọ na, te owẹ te emọ wẹn, aye wẹn te eya rẹ emọ wẹn.",all flesh had corrupted their way on the earth.
"Ẹkẹvuọvo ke Me vẹ owẹ re ọphọ; ko wọ cha ro evun rẹ okọ na, te owẹ te emọ wẹn, aye wẹn te eya rẹ emọ wẹn.",The Ark Prepared
"19Kugbe emu kemu ejobi ri vwo ẹnwẹn vwẹ akpọ na, ku wọ reyọ ayen ivivẹ, dohwo doghẹre rọye phihọ evun rẹ okọ na, rere ayen vẹ owẹ vwọ sa rhọ, ke dia aye gbe ọshare.","13And God said to Noah,#Is. 34:1–4; Jer. 51:13; Ezek. 7:2, 3; Amos 8:2; 1 Pet. 4:7“The end of all flesh has come before Me, for the earth is filled with violence through them;#Gen. 6:17and behold,#2 Pet. 2:4–10I will destroy them with the earth."
"Kugbe emu kemu ejobi ri vwo ẹnwẹn vwẹ akpọ na, ku wọ reyọ ayen ivivẹ, dohwo doghẹre rọye phihọ evun rẹ okọ na, rere ayen vẹ owẹ vwọ sa rhọ, ke dia aye gbe ọshare.","And God said to Noah,"
"20Ọphra, dọphra doghẹre rọye, eranvwe, deranvwe doka rọye, obo ri kpono vwẹ otọ na doka rọye, ivẹ oghẹre ọvo eye ri che bru we rhe, re wọ mrasa sivwi ayen rhọ.","#Is. 34:1–4; Jer. 51:13; Ezek. 7:2, 3; Amos 8:2; 1 Pet. 4:7"
"Ọphra, dọphra doghẹre rọye, eranvwe, deranvwe doka rọye, obo ri kpono vwẹ otọ na doka rọye, ivẹ oghẹre ọvo eye ri che bru we rhe, re wọ mrasa sivwi ayen rhọ.","Is. 34:1–4; Jer. 51:13; Ezek. 7:2, 3; Amos 8:2; 1 Pet. 4:7"
"21Je reyọ obo rẹ unu ria demu doka rọye, ghwẹ ayen koko wọ nabọ sẹro rayen; kọ dia emu kẹ wẹ vẹ ayen.","“The end of all flesh has come before Me, for the earth is filled with violence through them;"
"Je reyọ obo rẹ unu ria demu doka rọye, ghwẹ ayen koko wọ nabọ sẹro rayen; kọ dia emu kẹ wẹ vẹ ayen.",#Gen. 6:17
22Noa de ru ọna; o de ru emu ejobi rẹ Ọghẹnẹ dje kẹ nẹ o ru.,Gen. 6:17
Noa de ru ọna; o de ru emu ejobi rẹ Ọghẹnẹ dje kẹ nẹ o ru.,"and behold,"
The Wickedness and Judgment of Man,#2 Pet. 2:4–10
"1Now it came to pass,#Gen. 1:28when men began to multiply on the face of the earth, and daughters were born to them,",2 Pet. 2:4–10
"Now it came to pass,",I will destroy them with the earth.
#Gen. 1:28,"14Make yourself an ark of gopherwood; make rooms in the ark, and cover it inside and outside with pitch."
Gen. 1:28,"Make yourself an ark of gopherwood; make rooms in the ark, and cover it inside and outside with pitch."
"when men began to multiply on the face of the earth, and daughters were born to them,","15And this is how you shall make it: The length of the arkshallbethree hundred cubits, its width fifty cubits, and its height thirty cubits."
"2that the sons of God saw the daughters of men, that theywerebeautiful; and they#Deut. 7:3, 4took wives for themselves of all whom they chose.",And this is how you shall make it: The length of the ark
"that the sons of God saw the daughters of men, that they",shall
were,"three hundred cubits, its width fifty cubits, and its height thirty cubits."
beautiful; and they,"16You shall make a window for the ark, and you shall finish it to a cubit from above; and set the door of the ark in its side. You shall make itwithlower, second, and thirddecks."
"#Deut. 7:3, 4","You shall make a window for the ark, and you shall finish it to a cubit from above; and set the door of the ark in its side. You shall make it"
"Deut. 7:3, 4",with
took wives for themselves of all whom they chose.,"lower, second, and third"
"3And theLordsaid,#Gen. 41:38; (Gal. 5:16, 17); 1 Pet. 3:19, 20“My Spirit shall not#2 Thess. 2:7strive with man forever,#Ps. 78:39for heisindeed flesh; yet his days shall be one hundred and twenty years.”",decks.
And the,"17#Gen. 7:4, 21–23; 2 Pet. 2:5And behold, I Myself am bringing#2 Pet. 3:6floodwaters on the earth, to destroy from under heaven all flesh in whichisthe breath of life; everything thatison the earth shall#Luke 16:22die."
Lord,"#Gen. 7:4, 21–23; 2 Pet. 2:5"
"said,","Gen. 7:4, 21–23; 2 Pet. 2:5"
"#Gen. 41:38; (Gal. 5:16, 17); 1 Pet. 3:19, 20","And behold, I Myself am bringing"
"Gen. 41:38; (Gal. 5:16, 17); 1 Pet. 3:19, 20",#2 Pet. 3:6
“My Spirit shall not,2 Pet. 3:6
#2 Thess. 2:7,"floodwaters on the earth, to destroy from under heaven all flesh in which"
2 Thess. 2:7,the breath of life; everything that
"strive with man forever,",on the earth shall
#Ps. 78:39,#Luke 16:22
Ps. 78:39,Luke 16:22
for he,die.
indeed flesh; yet his days shall be one hundred and twenty years.”,"18But I will establish My#Gen. 8:20—9:17; 17:7covenant with you; and#Gen. 7:1, 7, 13; 1 Pet. 3:20; 2 Pet. 2:5you shall go into the ark—you, your sons, your wife, and your sons’ wives with you."
"4There were giants on the earth in those#Num. 13:32, 33; Luke 17:27days, and also afterward, when the sons of God came in to the daughters of men and they borechildrento them. Thosewerethe mighty men whowereof old, men of renown.",But I will establish My
There were giants on the earth in those,#Gen. 8:20—9:17; 17:7
"#Num. 13:32, 33; Luke 17:27",Gen. 8:20—9:17; 17:7
"Num. 13:32, 33; Luke 17:27",covenant with you; and
"days, and also afterward, when the sons of God came in to the daughters of men and they bore","#Gen. 7:1, 7, 13; 1 Pet. 3:20; 2 Pet. 2:5"
children,"Gen. 7:1, 7, 13; 1 Pet. 3:20; 2 Pet. 2:5"
to them. Those,"you shall go into the ark—you, your sons, your wife, and your sons’ wives with you."
the mighty men who,"19And of every living thing of all flesh you shall bring#Gen. 7:2, 8, 9, 14–16two of everysortinto the ark, to keepthemalive with you; they shall be male and female."
"of old, men of renown.",And of every living thing of all flesh you shall bring
"5Then theLordsaw that the wickedness of manwasgreat in the earth, andthatevery#Gen. 8:21; Ps. 14:1–3; Prov. 6:18; Matt. 15:19; Rom. 1:28–32intent of the thoughts of his heartwasonly evil continually.","#Gen. 7:2, 8, 9, 14–16"
Then the,"Gen. 7:2, 8, 9, 14–16"
saw that the wickedness of man,two of every
was,sort
"great in the earth, and","into the ark, to keep"
that,them
every,alive with you; they shall be male and female.
#Gen. 8:21; Ps. 14:1–3; Prov. 6:18; Matt. 15:19; Rom. 1:28–32,"20Of the birds after their kind, of animals after their kind, and of every creeping thing of the earth after its kind, two of everykind#Gen. 7:9, 15will come to you to keepthemalive."
Gen. 8:21; Ps. 14:1–3; Prov. 6:18; Matt. 15:19; Rom. 1:28–32,"Of the birds after their kind, of animals after their kind, and of every creeping thing of the earth after its kind, two of every"
intent of the thoughts of his heart,kind
only evil continually.,"#Gen. 7:9, 15"
"6And#Gen. 6:7; 1 Sam. 15:11, 29; 2 Sam. 24:16; Jer. 18:7–10; Zech. 8:14theLordwas sorry that He had made man on the earth, and#Ps. 78:40; Is. 63:10; Eph. 4:30He was grieved in His#Mark 3:5heart.","Gen. 7:9, 15"
And,will come to you to keep
"#Gen. 6:7; 1 Sam. 15:11, 29; 2 Sam. 24:16; Jer. 18:7–10; Zech. 8:14",alive.
"Gen. 6:7; 1 Sam. 15:11, 29; 2 Sam. 24:16; Jer. 18:7–10; Zech. 8:14","21And you shall take for yourself of all food that is eaten, and you shall gatheritto yourself; and it shall be food for you and for them.”"
the,"And you shall take for yourself of all food that is eaten, and you shall gather"
"was sorry that He had made man on the earth, and",to yourself; and it shall be food for you and for them.”
#Ps. 78:40; Is. 63:10; Eph. 4:30,"22#Gen. 7:5; 12:4, 5; Heb. 11:7Thus Noah did;#Gen. 7:5, 9, 16according to all that#(1 John 5:3)God commanded him, so he did."
Ps. 78:40; Is. 63:10; Eph. 4:30,"#Gen. 7:5; 12:4, 5; Heb. 11:7"
He was grieved in His,"Gen. 7:5; 12:4, 5; Heb. 11:7"
#Mark 3:5,Thus Noah did;
Mark 3:5,"#Gen. 7:5, 9, 16"
heart.,"Gen. 7:5, 9, 16"
"7So theLordsaid, “I will#Gen. 7:4, 23; Deut. 28:63; 29:20; Ps. 7:11destroy man whom I have created from the face of the earth, both man and beast, creeping thing and birds of the air, for I am sorry that I have made them.”",according to all that
So the,#(1 John 5:3)
"said, “I will",(1 John 5:3)
Search,"6Noahwas#Gen. 5:4, 32six hundred years old when the floodwaters were on the earth."
Oghwe rode na,Noah
"1Etiyin Ọrovwohwo da ta kẹ Noa, Gba ro evun rẹ okọ na, wẹ kugbe evwruwevwi wẹn ejobi, fikiridie Me mrere nẹ wẹ ọvwata vwẹ obaro mẹ vwẹ evun rẹ uvwiẹ nana.",was
"Etiyin Ọrovwohwo da ta kẹ Noa, Gba ro evun rẹ okọ na, wẹ kugbe evwruwevwi wẹn ejobi, fikiridie Me mrere nẹ wẹ ọvwata vwẹ obaro mẹ vwẹ evun rẹ uvwiẹ nana.","#Gen. 5:4, 32"
"2Gba reyọ oka rẹ eranvwe ighwrẹ ivivẹ ri tete oma, ọ rẹ ọshare vẹ ọ rẹ aye kugbe eranvwe ivivẹ ri gbe oma, ọ rẹ ọshare vẹ aye rọye;","Gen. 5:4, 32"
"Gba reyọ oka rẹ eranvwe ighwrẹ ivivẹ ri tete oma, ọ rẹ ọshare vẹ ọ rẹ aye kugbe eranvwe ivivẹ ri gbe oma, ọ rẹ ọshare vẹ aye rọye;",six hundred years old when the floodwaters were on the earth.
"3kugbe oka rẹ ephra ri obenu na ighwrẹ ivivẹ rhe, ọshare vẹ aye, rere ayen vwo jẹ ghwọrọ kakare nẹ enu rẹ akpọ na.","7#Gen. 6:18; 7:1, 13; Matt. 24:38; Luke 17:27So Noah, with his sons, his wife, and his sons’ wives, went into the ark because of the waters of the flood."
"kugbe oka rẹ ephra ri obenu na ighwrẹ ivivẹ rhe, ọshare vẹ aye, rere ayen vwo jẹ ghwọrọ kakare nẹ enu rẹ akpọ na.","#Gen. 6:18; 7:1, 13; Matt. 24:38; Luke 17:27"
"4Kidie ẹdẹ ighwrẹ chekọ, re Me cha vwọ vwẹ osio rhe akpọ na uvo ujuvẹ kugbe ason ujuvẹ, emu kemu ro vwo ẹnwẹn re Me mare na ejobi ki mi phoro kakare nẹ enu rẹ otọ na.","Gen. 6:18; 7:1, 13; Matt. 24:38; Luke 17:27"
"Kidie ẹdẹ ighwrẹ chekọ, re Me cha vwọ vwẹ osio rhe akpọ na uvo ujuvẹ kugbe ason ujuvẹ, emu kemu ro vwo ẹnwẹn re Me mare na ejobi ki mi phoro kakare nẹ enu rẹ otọ na.","So Noah, with his sons, his wife, and his sons’ wives, went into the ark because of the waters of the flood."
5Noa de ru emu ejobi rẹ Ọrovwohwo dje kẹ na.,"8Of clean animals, of animals thatareunclean, of birds, and of everything that creeps on the earth,"
Noa de ru emu ejobi rẹ Ọrovwohwo dje kẹ na.,"Of clean animals, of animals that"
6Noa da dia ikpe uri erha ọghwo te vwẹ ọke rẹ oghwe na vwo ku akpọ na.,"unclean, of birds, and of everything that creeps on the earth,"
Noa da dia ikpe uri erha ọghwo te vwẹ ọke rẹ oghwe na vwo ku akpọ na.,"9two by two they went into the ark to Noah, male and female, as God had commanded Noah."
"7Te Noa vẹ emọ rọye vẹ aye rọye te eya rẹ emọ rọye vẹ ọye da ro evun rẹ okọ na, rẹ ayen vwo nẹ ughwu rẹ ame na.","two by two they went into the ark to Noah, male and female, as God had commanded Noah."
"Te Noa vẹ emọ rọye vẹ aye rọye te eya rẹ emọ rọye vẹ ọye da ro evun rẹ okọ na, rẹ ayen vwo nẹ ughwu rẹ ame na.",10And it came to pass after seven days that the waters of the flood were on the earth.
"8Eranvwe ri tete oma, kugbe iri gbe oma, te ephra, te obo ri kpono vwẹ otọ na,",And it came to pass after seven days that the waters of the flood were on the earth.
"Eranvwe ri tete oma, kugbe iri gbe oma, te ephra, te obo ri kpono vwẹ otọ na,","11In the six hundredth year of Noah’s life, in the second month, the seventeenth day of the month, on#Matt. 24:39; Luke 17:27; 2 Pet. 2:5; 3:6that day all#Gen. 8:2; Prov. 8:28; Is. 51:10; Ezek. 26:19the fountains of the great deep were broken up, and the#Gen. 8:2; Ps. 78:23windows of heaven were opened."
"9ivivẹ ọshare kugbe aye, vẹ Noa da ro evun rẹ okọ na, kirobo rẹ Ọghẹnẹ dje kẹ Noa.","In the six hundredth year of Noah’s life, in the second month, the seventeenth day of the month, on"
"ivivẹ ọshare kugbe aye, vẹ Noa da ro evun rẹ okọ na, kirobo rẹ Ọghẹnẹ dje kẹ Noa.",#Matt. 24:39; Luke 17:27; 2 Pet. 2:5; 3:6
10Ẹdẹ ighwrẹ vwọ wan nu oghwe na de rhi ku akpọ na.,Matt. 24:39; Luke 17:27; 2 Pet. 2:5; 3:6
Ẹdẹ ighwrẹ vwọ wan nu oghwe na de rhi ku akpọ na.,that day all
"11Vwẹ ikpe uri erha rẹ akpọ ri Noa, vwẹ emeranvwe rivẹ, vwẹ ẹdẹ ihwe gbẹ ighwrẹ rẹ emeranvwe na, vwẹ ẹdẹ vuọvo yena, ogbugbu kugbe ikokodo rẹ akpọ na da va phia, evakpo rẹ obo odjuvwu na de rhie phihọ.",#Gen. 8:2; Prov. 8:28; Is. 51:10; Ezek. 26:19
"Vwẹ ikpe uri erha rẹ akpọ ri Noa, vwẹ emeranvwe rivẹ, vwẹ ẹdẹ ihwe gbẹ ighwrẹ rẹ emeranvwe na, vwẹ ẹdẹ vuọvo yena, ogbugbu kugbe ikokodo rẹ akpọ na da va phia, evakpo rẹ obo odjuvwu na de rhie phihọ.",Gen. 8:2; Prov. 8:28; Is. 51:10; Ezek. 26:19
12Osio da rhọ phihọ akpọ uvo ujuvẹ kugbe ason ujuvẹ.,"the fountains of the great deep were broken up, and the"
Osio da rhọ phihọ akpọ uvo ujuvẹ kugbe ason ujuvẹ.,#Gen. 8:2; Ps. 78:23
"13Vwẹ ẹdẹ ọvuọvo na Noa vẹ emọ rọye, Shẹm vi Ham kugbe Jafẹt, aye ri Noa vẹ eya erha rẹ emọ rọye ejobi da ro evun rẹ okọ,",Gen. 8:2; Ps. 78:23
"Vwẹ ẹdẹ ọvuọvo na Noa vẹ emọ rọye, Shẹm vi Ham kugbe Jafẹt, aye ri Noa vẹ eya erha rẹ emọ rọye ejobi da ro evun rẹ okọ,",windows of heaven were opened.
"14te ayen kugbe eranvwe keranvwe, deranvwe doka, te uchuru duchuru doka rọye, dọphra doka rọye.","12#Gen. 7:4, 17; 1 Sam. 12:18And the rain was on the earth forty days and forty nights."
"te ayen kugbe eranvwe keranvwe, deranvwe doka, te uchuru duchuru doka rọye, dọphra doka rọye.","#Gen. 7:4, 17; 1 Sam. 12:18"
"15Ayen vi Noa da yan usu ro evun rẹ okọ na, ivivẹ rẹ ayen obo ri vwo ẹnwẹn rẹ arhọ ejobi.","Gen. 7:4, 17; 1 Sam. 12:18"
"Ayen vi Noa da yan usu ro evun rẹ okọ na, ivivẹ rẹ ayen obo ri vwo ẹnwẹn rẹ arhọ ejobi.",And the rain was on the earth forty days and forty nights.
"16Ayen da ruọ, ọshare vẹ aye rẹ emama na ejobi, kirobo rẹ Ọghẹnẹ dje kẹ, Ọrovwohwo de huho gbe.","13On the very same day Noah and Noah’s sons, Shem, Ham, and Japheth, and Noah’s wife and the three wives of his sons with them, entered the ark—"
"Ayen da ruọ, ọshare vẹ aye rẹ emama na ejobi, kirobo rẹ Ọghẹnẹ dje kẹ, Ọrovwohwo de huho gbe.","On the very same day Noah and Noah’s sons, Shem, Ham, and Japheth, and Noah’s wife and the three wives of his sons with them, entered the ark—"
"17Oghwe na de ku ẹdẹ ujuvẹ vwẹ enu rẹ akpọ na, ame na de bu phihọ, o de mu okọ na kpenu, ọ da kpare kpenu phenephene.","14#Gen. 6:19they and every beast after its kind, all cattle after their kind, every creeping thing that creeps on the earth after its kind, and every bird after its kind, every bird of every#Gen. 1:21sort."
